

1	0.993777	0.979195	0.994516	0.996251	0.936426	0.960789	0.954149	0.974289	0.925505	0.961373	0.911826	0.404249	0.840569	0.974853	0.859017	0.986806	0.966754	0.898737	0.725979	0.440561	0.0725774	0.0121257	0.00394807	0.0004309	0.000160723	1.10325e-005	7.25184e-007	7.10581e-007	6.26449e-006	9.74339e-005	0.000726083	0.0397772	0.245668	0.781086	0.980848	0.997802	0.921763	0.234854	0.0566218	0.00520718	0.00856304	0.0180262	0.205796	0.736915	0.851031	0.986021	0.918057	0.990321	0.835168	0.931254	0.661546	0.276442	0.0967631	0.0175911	0.00139781	0.00182927	
0	0.00622345	0.0203697	0.00282648	0.00199352	0.0381675	0.0332566	0.0226402	0.00231829	0.0290372	0.00391695	0.0164774	0.027871	0.00210576	4.2749e-005	0.0955039	0.00729406	0.0262624	0.0397887	0.211515	0.416522	0.722571	0.181568	0.25603	0.0390555	0.0277697	0.00348414	7.90743e-006	3.56459e-007	7.66371e-007	1.53762e-008	7.93949e-008	2.66034e-006	2.96638e-005	0.000319634	0.000182026	0.00113653	0.0764005	0.756214	0.933614	0.976387	0.783625	0.191353	0.148889	0.0254246	0.000759535	0.0138498	0.0819407	0.00966221	0.164734	0.0105512	0.0332034	0.00592845	6.21142e-005	4.1952e-005	2.69625e-006	1.44527e-006	
0	6.42764e-012	2.6116e-005	0.00059707	8.83463e-006	8.58497e-006	3.00549e-005	0.000187017	5.3404e-005	1.29722e-005	8.6998e-005	9.74351e-006	0.000200335	4.29784e-005	4.08206e-006	3.69639e-008	5.39e-005	4.92142e-006	4.39248e-005	0.000203371	0.00100878	0.00161971	0.00736063	0.0157543	0.0987308	0.159378	0.0285144	0.0130682	0.0633116	0.0102286	0.0051111	0.000177678	5.21509e-005	3.03402e-006	2.38802e-008	3.32791e-006	2.23879e-008	4.47257e-005	0.000121954	0.00547566	0.000907578	0.0191278	0.00364223	0.00312855	0.0223543	0.00252275	1.90009e-005	4.13815e-007	8.6432e-006	8.7332e-005	0.0531622	0.204899	0.075122	0.0347575	0.000434698	5.98462e-007	3.42639e-009	
0	0	0.000409577	0.00206083	0.00174702	0.025398	0.00592459	0.0230234	0.023339	0.045445	0.0346229	0.0716873	0.56768	0.157283	0.0250998	0.0454794	0.00584564	0.00697919	0.0614308	0.0623023	0.141908	0.203232	0.798945	0.724268	0.861783	0.812692	0.96799	0.986923	0.936687	0.989764	0.994791	0.999096	0.960168	0.754299	0.218594	0.0189669	0.00106138	0.0017914	0.00880989	0.00428807	0.017498	0.188684	0.786978	0.642186	0.215306	0.145686	0.000110529	2.38602e-006	7.91091e-006	1.03462e-005	0.00503296	0.100351	0.642507	0.868417	0.981932	0.998599	0.998169	


1	0.99565	0.959051	0.962142	0.988132	0.991771	0.969927	0.991382	0.984812	0.924787	0.976452	0.996872	0.991925	0.893789	0.543308	0.949328	0.983453	0.985343	0.986302	0.998707	0.996409	0.997034	0.982399	0.995741	0.9767	0.981876	0.963605	0.949871	0.930833	0.826007	0.714087	0.27101	0.195833	0.483781	0.190569	0.127485	0.0890364	0.619485	0.725171	0.783378	0.308339	0.0286383	0.010687	0.121643	0.372406	0.188026	0.126602	0.128661	0.334343	0.144562	0.302946	0.396446	0.344562	0.368083	0.309788	0.106534	0.55411	
0	0.0043502	0.0408773	0.0375195	0.0118489	0.00804626	0.0300485	0.00842264	0.0151666	0.0747913	0.0235242	0.0030492	0.00801755	0.106198	0.45635	0.04003	0.0154576	0.0128788	0.0117487	0.000900437	0.00272872	0.000754966	0.00029691	0.000389789	0.000965114	0.00153882	0.000964812	0.0269233	0.0680559	0.173696	0.284733	0.727477	0.801892	0.509002	0.808246	0.870909	0.90256	0.292708	0.00529318	0.00058949	0.000516239	3.30733e-005	0.000145714	0.0053438	0.180277	0.388421	0.797398	0.417806	0.0372116	0.64618	0.382678	0.289534	0.0153766	0.142194	0.0100007	0.00115929	0.0102039	
0	5.48658e-010	7.18151e-005	0.000328755	1.62487e-005	0.000147485	2.13738e-005	0.000177789	7.72142e-006	0.000413211	2.06763e-005	7.45893e-005	4.52673e-006	1.1781e-005	0.000342066	0.0105988	0.00100102	0.00154732	0.000105575	4.50642e-005	2.90145e-005	3.43816e-006	2.34343e-007	3.39618e-008	1.99563e-007	1.1098e-007	3.69456e-006	2.91419e-006	5.44104e-005	0.00028553	0.00117922	0.00151083	0.00227463	0.00720219	0.00118399	0.00159663	0.00840211	0.0674024	0.00129406	7.77889e-006	2.57373e-007	7.33094e-008	6.26218e-009	1.32984e-006	0.000370424	0.0303523	0.063212	0.418212	0.228228	0.138802	0.144242	0.147468	0.0830485	0.0108095	0.00930567	0.000215318	4.04989e-006	
0	0	5.89744e-008	9.51112e-006	2.5451e-006	3.50947e-005	3.36809e-006	1.70806e-005	1.33453e-005	8.38371e-006	2.64391e-006	4.09113e-006	5.2665e-005	9.76056e-007	1.84651e-007	4.26851e-005	8.84902e-005	0.000231087	0.00184346	0.000347969	0.00083342	0.00220751	0.017304	0.00386935	0.0223343	0.0165849	0.0354266	0.0232025	0.00105715	1.15165e-005	6.8553e-007	1.81262e-006	4.85119e-007	1.49702e-005	1.65385e-006	9.06275e-006	1.1609e-006	0.0204041	0.268242	0.216024	0.691145	0.971329	0.989167	0.873011	0.446947	0.3932	0.0127883	0.0353202	0.400218	0.0704566	0.170135	0.166552	0.557013	0.478913	0.670905	0.892092	0.435682	


1	0.999171	0.985181	0.99519	0.963685	0.994501	0.500662	0.960068	0.908219	0.968761	0.92032	0.991859	0.984841	0.861228	0.948177	0.981821	0.981279	0.988262	0.990793	0.989621	0.952026	0.707881	0.328434	0.486481	0.193183	0.0822645	0.0156712	0.0037318	0.00677252	0.0132191	0.117017	0.166335	0.597308	0.963195	0.802678	0.931483	0.82657	0.968555	0.849356	0.814839	0.177779	0.0925015	0.0258772	0.0751248	0.0986791	0.0386597	0.0682117	0.00661818	0.0058591	0.00478953	0.00532523	0.00165773	0.000227435	0.000110276	3.41812e-005	1.11179e-005	0.000107874	
0	0.00082903	0.0148179	0.00479389	0.0363151	0.00533831	0.499335	0.0334461	0.0915797	0.0302086	0.0796046	0.00797712	0.0146955	0.138541	0.0516314	0.0177526	0.0185955	0.0114434	0.00689909	0.00616346	0.00430873	0.0275711	0.00134916	0.0290039	8.67766e-005	0.000942425	1.24156e-005	1.95343e-006	0.00012093	0.00629449	0.00618781	0.0140875	0.0485473	0.01076	0.19248	0.0661171	0.172988	0.00936018	0.0705906	0.0144155	0.015417	0.000835065	0.000406926	0.139961	0.215146	0.00292951	0.0183612	0.000586616	8.43674e-006	0.375862	0.00192647	3.03893e-005	1.12808e-007	7.22126e-008	1.70111e-008	1.03493e-008	1.53156e-005	
0	3.20319e-022	1.60461e-006	1.64016e-005	3.85161e-008	0.000159839	4.17911e-008	0.00647449	5.54882e-006	0.000180344	3.53643e-007	8.89019e-005	5.17788e-006	5.61136e-007	1.27149e-005	2.73973e-005	4.22067e-006	2.47716e-005	4.29857e-006	7.73809e-006	9.54544e-005	4.90618e-006	2.15263e-005	1.0536e-006	0.00224763	2.1766e-005	7.16904e-006	1.16962e-008	1.74624e-009	1.51179e-008	7.67504e-006	6.41643e-007	1.80377e-006	8.40115e-006	4.86144e-008	0.000405336	1.66188e-006	0.0188455	0.000390931	0.0002461	8.96601e-006	3.9532e-005	5.47304e-008	2.41375e-008	0.000938963	0.000737949	9.38847e-005	2.77815e-005	1.22546e-006	2.76934e-007	0.0156106	0.000278514	1.06486e-005	7.61023e-008	2.56944e-010	5.10069e-013	1.20377e-013	
0	0	2.0585e-017	1.88883e-007	3.18314e-007	1.34969e-006	3.52953e-006	1.1596e-005	0.000195471	0.000850305	7.54821e-005	7.54711e-005	0.000458522	0.000230631	0.000178507	0.000398962	0.000121271	0.000269912	0.00230387	0.00420799	0.04357	0.264543	0.670195	0.484514	0.804483	0.916771	0.984309	0.996266	0.993107	0.980486	0.876787	0.819577	0.354143	0.026037	0.00484157	0.00199432	0.00044003	0.00323943	0.0796627	0.170499	0.806795	0.906624	0.973716	0.784914	0.685236	0.957673	0.913333	0.992767	0.994131	0.619348	0.977138	0.998033	0.999762	0.99989	0.999966	0.999989	0.999877	


1	0.999952	0.998021	0.990897	0.999831	0.975213	0.996417	0.984976	0.960084	0.99365	0.999434	0.99941	0.997248	0.99911	0.938468	0.993357	0.998878	0.994829	0.994737	0.999561	0.995321	0.996022	0.994119	0.99748	0.973397	0.983071	0.892937	0.615824	0.723033	0.96617	0.997904	0.942947	0.995432	0.991361	0.985456	0.82252	0.968401	0.993973	0.957925	0.994365	0.964107	0.888583	0.904486	0.895287	0.690188	0.52873	0.0393044	0.000446155	4.36322e-005	5.11822e-006	1.73537e-005	1.86189e-006	3.9958e-007	1.64379e-007	6.34232e-008	2.66664e-008	3.04317e-006	
0	4.76322e-005	0.0019786	0.00910084	0.000153832	0.0247668	0.00220513	0.014702	0.0398176	0.00525469	0.00056091	0.000556199	0.00273954	0.000873444	0.0615319	0.00580514	0.00105291	0.00514483	0.0051901	0.000102278	0.00437441	0.00234007	0.000540687	0.000108229	0.000913271	0.000233329	0.00130529	0.000257783	0.000805947	0.000648368	0.00141277	0.0569963	0.00455308	0.00863866	0.0145318	0.177479	0.0308425	0.00519665	0.0363712	0.000404482	0.00626846	0.0406043	0.0455771	0.103098	0.30829	0.470256	0.226038	0.161675	0.213203	0.507043	0.0220245	2.20363e-005	9.23676e-009	2.20441e-010	1.23927e-010	9.16382e-011	5.02642e-008	
0	2.49032e-009	8.24811e-007	2.32605e-006	1.48389e-005	2.1025e-006	0.00137711	9.40393e-005	5.56365e-005	0.00106457	3.05909e-006	3.15693e-005	4.93898e-006	1.64758e-005	1.65557e-007	0.000837765	6.24651e-005	1.69158e-005	5.94456e-005	0.000325504	0.000100833	0.00037468	2.49534e-005	1.97393e-005	1.23467e-006	5.16677e-006	3.07053e-006	1.27497e-006	6.38212e-006	0.000260813	2.43988e-007	9.71649e-007	1.48066e-005	2.26545e-007	1.2288e-005	3.91297e-007	0.000756714	6.96038e-005	0.000306211	0.000476726	0.000226337	6.64163e-006	4.61201e-005	0.000319827	0.00133025	9.40824e-005	0.734604	0.830806	0.718571	0.477563	0.0967672	0.0102385	3.00701e-005	3.85688e-007	3.08095e-010	1.45753e-012	4.12304e-012	
0	0	1.32325e-009	1.83289e-007	6.66515e-009	1.81872e-005	2.62598e-007	0.000228353	4.28863e-005	3.05003e-005	1.967e-006	2.15446e-006	7.67771e-006	9.67377e-008	9.47398e-008	5.75241e-008	6.85883e-006	9.73615e-006	1.34829e-005	1.15346e-005	0.000203479	0.00126288	0.00531516	0.00239249	0.025688	0.0166903	0.105755	0.383917	0.276154	0.0329209	0.000683423	5.57409e-005	4.68634e-007	7.10424e-008	1.28807e-009	1.19465e-007	2.6785e-009	0.000760504	0.00539778	0.00475355	0.029398	0.0708058	0.0498911	0.00129499	0.000192419	0.000920641	5.28318e-005	0.00707358	0.0681822	0.0153894	0.881191	0.989738	0.99997	0.999999	1	1	0.999997	


1	0.999852	0.998813	0.99474	0.996929	0.963939	0.995923	0.644935	0.756302	0.955633	0.99733	0.892739	0.916666	0.998656	0.999807	0.993174	0.999248	0.988937	0.992207	0.975866	0.510457	0.528229	0.0403154	0.0285656	0.000407959	0.00234722	7.26365e-006	4.80756e-007	7.15903e-007	9.54425e-005	0.000127016	0.000381739	0.0145746	0.0161973	0.310685	0.881816	0.990217	0.974189	0.680696	0.895084	0.733335	0.125471	0.136731	0.848525	0.838952	0.654909	0.974446	0.739852	0.0525802	0.822136	0.348205	0.0251627	4.36514e-005	4.26253e-006	5.1843e-008	3.88523e-010	1.0299e-009	
0	0.000148208	0.00118718	0.00525238	0.00306653	0.0357838	0.00406588	0.354768	0.242226	0.0417336	0.00241495	0.102332	0.0419028	0.000270851	5.24522e-005	0.00662805	0.000707675	0.0109133	0.00656749	0.0224896	0.44115	0.337134	0.0363643	0.0238393	0.000923655	7.86909e-005	1.95864e-005	2.18899e-009	7.1062e-010	6.19279e-009	7.91937e-008	9.32605e-008	7.90565e-007	3.82056e-005	2.14714e-005	0.000238995	0.000789413	0.00699371	0.236435	0.059512	0.0858036	0.059672	0.00144404	0.00267537	0.0550968	0.000954668	0.00160442	0.0624627	0.00182422	0.0806524	0.00986747	0.000868057	2.30068e-005	4.87285e-009	2.61126e-010	1.17816e-012	2.28071e-012	
0	4.60995e-016	7.8684e-008	3.33956e-006	1.31986e-006	1.91166e-005	3.99094e-006	4.76401e-005	0.000450956	0.00128145	1.79691e-005	1.50903e-005	0.000255821	4.9776e-006	4.12472e-008	4.96602e-008	2.35518e-006	8.34307e-007	2.23274e-005	1.47626e-005	0.000201142	0.000608099	0.000133601	0.000688751	0.00121903	0.00143753	5.12104e-005	3.42525e-006	1.0521e-006	5.70702e-008	6.55896e-010	5.52203e-011	4.35292e-010	8.65696e-010	4.85955e-008	4.91186e-008	3.65253e-008	2.74668e-006	8.99378e-006	0.000993457	4.0154e-005	0.000269709	0.00015745	2.58372e-006	0.000184026	0.000483015	6.45157e-005	5.89e-005	0.000902746	0.00266432	0.0177158	0.0115713	8.34011e-005	3.39488e-006	2.42041e-009	3.85413e-013	1.93753e-015	
0	0	2.09225e-007	3.91583e-006	3.65044e-006	0.000258358	7.53241e-006	0.000249418	0.0010208	0.00135226	0.000237007	0.00491402	0.0411749	0.00106829	0.000140952	0.000197609	4.16009e-005	0.000148433	0.00120313	0.00162973	0.048192	0.134029	0.923187	0.946906	0.997449	0.996137	0.999922	0.999996	0.999998	0.999904	0.999873	0.999618	0.985425	0.983765	0.689294	0.117945	0.00899372	0.0188143	0.0828595	0.0444101	0.180821	0.814588	0.861667	0.148797	0.105768	0.343654	0.0238848	0.197627	0.944693	0.0945468	0.624212	0.962398	0.99985	0.999992	1	1	1	


1	0.999838	0.999791	0.98024	0.999394	0.979306	0.999846	0.771255	0.987177	0.97755	0.998562	0.979188	0.982012	0.999836	0.999912	0.998589	0.999712	0.998249	0.998607	0.99763	0.890346	0.990565	0.915587	0.972767	0.0680361	0.527173	0.00339443	0.000176765	0.000600614	0.126822	0.0868428	0.468248	0.971194	0.906057	0.997833	0.993532	0.999385	0.936144	0.984977	0.985028	0.997203	0.64758	0.817569	0.998987	0.950259	0.949338	0.982096	0.901134	0.311802	0.967018	0.267276	0.0565898	0.000282354	1.77204e-005	1.15185e-007	3.42533e-009	5.04763e-008	
0	0.000162215	0.000204435	0.0196293	0.000207986	0.0170341	0.000135635	0.228215	0.0110837	0.0212324	0.000959192	0.0195142	0.00929064	3.15161e-005	6.56338e-005	0.00137986	0.000278068	0.00171726	0.0012197	0.00211469	0.0985539	0.00276636	0.00392414	0.0126594	0.649388	0.0880404	0.0346516	2.9977e-005	1.79764e-005	5.01197e-006	0.00017891	3.91232e-005	3.80589e-005	0.00571421	1.17857e-005	0.00553338	0.000453242	0.0625997	0.0120935	0.0109443	0.000694349	0.250906	0.00234064	4.38032e-005	0.0491487	0.0111925	0.00149628	0.0169709	0.00370362	0.0223414	0.61041	0.0301239	0.000222259	1.16186e-007	8.82708e-010	7.94076e-013	1.81859e-012	
0	2.7669e-007	4.51878e-006	0.000125672	0.000395089	0.000102736	2.26512e-006	7.61472e-006	0.00153872	0.000396356	0.000360964	3.40573e-005	0.00207386	4.85674e-005	1.41573e-005	5.31446e-007	3.617e-006	2.0091e-006	2.79317e-006	1.96205e-006	3.14145e-005	8.77943e-005	6.56867e-005	1.91007e-005	0.000346377	0.00729967	0.000312124	0.00103856	0.00481149	0.00842665	0.0147607	0.0140582	0.00282099	0.00840134	0.000232989	0.000212131	9.40667e-005	0.00024831	8.7e-005	2.14849e-005	9.96855e-006	2.46693e-005	0.000498085	1.65465e-006	4.31e-006	0.0165331	0.0150735	0.0543587	0.06681	0.00731271	0.0738744	0.861712	0.292103	0.329777	0.0145951	7.80718e-005	4.88777e-006	
0	0	4.50236e-008	4.89238e-006	2.8078e-006	0.00355741	1.62614e-005	0.000522414	0.000200997	0.000821523	0.000117637	0.00126368	0.006624	8.37529e-005	8.08517e-006	3.10426e-005	6.40296e-006	3.14648e-005	0.000170333	0.000252958	0.0110683	0.00658061	0.0804233	0.0145542	0.28223	0.377487	0.961642	0.998755	0.99457	0.864746	0.898218	0.517655	0.0259471	0.0798271	0.00192195	0.000722191	6.76089e-005	0.00100772	0.00284293	0.00400574	0.00209284	0.101489	0.179592	0.000967496	0.000587949	0.0229365	0.00133398	0.0275369	0.617685	0.00332827	0.0484389	0.0515746	0.707393	0.670205	0.985405	0.999922	0.999995	


1	0.965763	0.912219	0.799177	0.974738	0.750119	0.992897	0.843855	0.912999	0.910106	0.990185	0.760234	0.411562	0.965031	0.994876	0.984558	0.996714	0.983841	0.956581	0.951165	0.737364	0.609431	0.16961	0.0731341	0.00207468	0.00404821	0.000120439	2.34163e-005	2.0534e-005	0.000974078	0.0123948	0.0828677	0.789752	0.86863	0.996928	0.992453	0.998999	0.890242	0.734315	0.822056	0.669653	0.29121	0.497609	0.986099	0.994565	0.973829	0.990977	0.865282	0.396477	0.767649	0.263399	0.0331452	0.00110883	6.10631e-005	4.01625e-007	9.0411e-009	3.51454e-007	
0	0.0331604	0.0865926	0.191268	0.0242545	0.237065	0.00697766	0.154243	0.0862644	0.087821	0.00929365	0.239001	0.586051	0.033233	0.00446085	0.0149677	0.00304089	0.0157903	0.0430577	0.0483513	0.261132	0.389649	0.828538	0.921564	0.980902	0.951883	0.980967	0.820682	0.778238	0.84191	0.313904	0.0640087	0.00238674	0.00420166	0.000284854	0.0040654	0.000712921	0.105447	0.264536	0.176119	0.329869	0.703594	0.495611	0.0135291	0.003269	0.0191725	0.00426706	0.115268	0.329579	0.173403	0.529837	0.655544	0.238795	0.0132086	0.000223418	7.90855e-006	5.49658e-006	
0	0.00107666	0.000688741	0.00486526	0.000674599	0.00209499	9.34712e-005	0.00173305	0.000655429	0.00198323	0.00050881	0.000582182	0.00185792	0.00171371	0.000613243	0.000398853	0.000232865	0.000325821	0.000168875	0.000390437	0.000755408	0.000473722	0.000552702	0.00522941	0.0162915	0.0434392	0.00918375	0.0502472	0.107332	0.0918075	0.173749	0.0241865	0.00507004	0.00254453	0.000145224	0.00281879	0.000250309	0.00389025	0.000424657	0.00159262	0.000255026	0.00365602	0.00426672	0.000357113	0.00216177	0.00353399	0.00439648	0.0114235	0.0193823	0.0569372	0.141798	0.222529	0.0222224	0.00389076	1.32462e-005	2.85812e-008	1.85529e-007	
0	0	0.000499761	0.00468942	0.000332863	0.0107212	3.22314e-005	0.000168307	8.16885e-005	8.9687e-005	1.23083e-005	0.000182606	0.000529015	2.18411e-005	5.03818e-005	7.53e-005	1.18718e-005	4.30845e-005	0.000192447	9.34163e-005	0.000748393	0.00044597	0.0012991	7.29685e-005	0.000732018	0.000629554	0.00972848	0.129047	0.114409	0.0653087	0.499951	0.828937	0.202791	0.124624	0.00264224	0.000662507	3.76166e-005	0.000420888	0.000724057	0.000232303	0.000222564	0.00154035	0.00251305	1.47388e-005	4.58412e-006	0.00346444	0.000359122	0.00802687	0.254562	0.00201036	0.0649667	0.0887815	0.737874	0.98284	0.999763	0.999992	0.999994	


1	0.999998	0.999993	0.999999	0.995177	0.996796	0.965447	0.989041	0.995421	0.977495	0.999577	0.993352	0.992678	0.987723	0.995184	0.905698	0.767911	0.566908	0.0920209	0.00093484	5.86706e-006	2.82807e-007	6.4152e-009	2.02535e-009	1.69821e-010	4.68854e-011	3.87174e-013	1.91748e-014	1.30862e-014	3.4187e-014	8.42411e-013	8.31603e-012	8.55911e-011	1.46705e-008	2.76937e-007	0.000196584	0.0028629	0.0349441	0.0102528	0.0108887	0.000718741	0.00149157	0.00160051	0.0226446	0.042077	0.191862	0.010125	7.1791e-007	9.44185e-011	5.10271e-011	2.28868e-013	6.40995e-015	4.88612e-016	6.35268e-017	6.56002e-018	3.14958e-020	1.32072e-019	
0	1.65997e-006	7.19279e-006	1.07123e-006	0.00482254	3.63196e-005	0.0334125	0.00139385	0.000248607	0.00439267	0.00035483	0.000210803	2.38314e-007	0.00937741	0.0042717	0.0906519	0.214203	0.137623	0.000414937	5.27406e-006	2.51393e-008	6.31929e-013	4.26441e-015	2.36035e-014	1.14832e-014	4.67817e-014	2.35961e-016	1.29926e-019	8.13597e-020	1.36914e-017	9.53837e-016	5.80727e-014	6.5445e-011	3.32748e-009	3.96975e-006	1.71777e-005	0.0104798	1.44916e-006	1.62004e-006	3.06819e-007	5.61318e-009	4.71547e-008	1.4799e-005	0.00244262	0.370026	0.298503	0.177411	0.00150985	7.60009e-008	3.07826e-008	2.06816e-012	2.89626e-016	9.61285e-021	3.03444e-021	9.76423e-024	2.61384e-024	1.09184e-020	
0	4.77444e-027	1.25746e-007	1.95522e-007	8.61477e-010	0.00316794	9.65712e-007	0.00159881	6.2148e-006	2.42588e-006	6.74571e-007	4.40591e-005	9.24165e-006	9.54416e-009	1.67493e-006	0.000150908	0.000413097	0.00608362	0.00146183	1.08719e-006	1.06685e-008	9.8659e-011	4.01776e-013	1.3307e-014	2.18067e-014	4.42381e-016	3.059e-016	1.72531e-017	2.58813e-018	2.45078e-019	8.60553e-020	2.9823e-018	1.81372e-017	9.48046e-012	9.01658e-012	4.67664e-007	4.30241e-007	0.0511332	0.0130588	0.00216235	3.79393e-005	0.000179476	3.22318e-005	2.11055e-007	3.17234e-006	0.116258	0.745634	0.988994	0.962796	0.999142	0.997723	0.880717	0.0167255	0.000770216	2.51235e-005	2.98067e-008	1.19794e-011	
