0	0.00473151	0.0719894	0.121453	0.0912898	0.0232416	0.045871	0.00763593	0.0010905	2.85261e-005	0.000347448	0.00647037	0.00975759	0.00200452	0.000750815	0.027281	0.00679823	0.00174381	0.00219924	0.00230317	
0	1.43556e-013	2.11929e-005	0.000258119	0.000572645	0.000546154	2.5991e-005	0.000106579	0.000229197	2.27038e-005	1.86586e-006	7.50057e-006	1.2157e-005	1.54799e-005	1.52841e-005	1.86967e-006	0.000145049	1.35621e-005	1.11323e-006	3.15157e-006	
0	0	0.000327866	0.00701899	0.0360277	0.269169	0.887983	0.979562	0.983596	0.929694	0.496817	0.220343	0.0784181	0.0141382	0.00591313	0.0162742	0.101049	0.0551497	0.0082093	0.00824654	


1	0.980418	0.986178	0.9938	0.988168	0.99198	0.995036	0.987477	0.984882	0.977937	0.482188	0.350435	0.60023	0.907423	0.681319	0.904651	0.952204	0.960297	0.949388	0.817205	
0	0.0195817	0.0128795	0.00535835	0.0108101	0.00659585	0.000370953	0.00509784	0.00700134	0.0218596	0.517665	0.646224	0.398952	0.0913741	0.317239	0.0656289	0.0243611	0.0389897	0.0498998	0.181358	
0	2.92132e-009	0.000942522	8.3262e-005	0.00017222	1.17732e-005	2.71007e-006	1.8936e-007	5.36056e-007	2.29163e-006	0.000145634	0.00333942	0.000787068	0.00118603	0.00142858	0.0296475	0.00954992	0.000166466	0.000621638	0.00130716	
0	0	3.71112e-007	0.000758138	0.000849601	0.00141226	0.00458989	0.00742489	0.00811636	0.000200844	8.60929e-007	2.14075e-006	3.04025e-005	1.65945e-005	1.36004e-005	7.26418e-005	0.0138845	0.000547097	9.04138e-005	0.000130044	


1	0.970054	0.997366	0.929744	0.994819	0.965317	0.870079	0.395681	0.256687	0.872851	0.842615	0.631751	0.177073	0.399125	0.836725	0.968567	0.991316	0.939453	0.895685	0.96002	
0	0.0299462	0.00228336	0.0699099	0.00118602	0.00448773	0.001701	0.00344316	0.00459968	0.0370798	0.132767	0.354957	0.821753	0.599741	0.159227	0.0307198	0.00693431	0.0603102	0.104214	0.0396594	
0	1.43345e-022	0.000351129	8.25658e-006	0.00082685	1.68855e-006	5.23753e-006	4.30215e-007	2.01329e-006	8.03898e-008	5.60674e-006	0.000482341	2.19634e-006	0.00100661	0.00389249	3.28674e-005	0.000201615	3.69474e-008	4.56486e-005	0.000114114	
0	0	5.98137e-016	0.000338195	0.00316848	0.0301938	0.128215	0.600876	0.738711	0.0900696	0.0246129	0.0128092	0.0011717	0.000126874	0.000155961	0.000680335	0.00154781	0.000236762	5.51772e-005	0.000207004	


1	0.997782	0.999223	0.989037	0.999622	0.996973	0.996964	0.995705	0.991539	0.967672	0.993429	0.840828	0.994023	0.972411	0.978904	0.997997	0.977758	0.999669	0.968717	0.832882	
0	0.00221812	0.000755145	0.0109374	0.000250634	0.00298265	0.0028701	0.00413194	0.00840794	0.0323258	0.0064791	0.159154	0.00576039	0.0275788	0.0210693	0.000696682	0.0213369	0.000237483	0.0312794	0.166768	
0	1.07614e-007	2.2276e-005	1.52846e-005	0.000111842	1.00494e-006	1.32684e-005	1.78119e-005	7.09441e-006	1.37331e-006	9.17621e-005	1.26452e-005	0.000216582	8.39534e-006	2.61505e-005	0.0013039	6.27311e-006	8.36542e-005	6.88625e-007	0.000347126	
0	0	2.77845e-008	1.04657e-005	1.58607e-005	4.35382e-005	0.00015298	0.000145431	4.58332e-005	1.09856e-006	3.20732e-008	4.96264e-006	6.76943e-008	1.95608e-006	7.62434e-007	2.49069e-006	0.000898424	1.02719e-005	3.22854e-006	3.23073e-006	


1	0.999702	0.932757	0.933883	0.914208	0.989539	0.356579	0.337686	0.607518	0.903901	0.994649	0.997265	0.999358	0.977799	0.99286	0.992936	0.929162	0.997519	0.994152	0.993058	
0	0.000297604	0.0672361	0.0659431	0.0811027	0.00106794	0.191389	0.00213554	0.000508704	0.000347644	0.000323934	0.0025276	0.000640367	0.0221998	0.00702719	0.00689573	0.0641927	0.000691905	0.00562296	0.00655533	
0	1.00757e-016	3.32976e-006	5.58387e-005	0.00113234	7.81463e-005	1.40802e-005	0.000359561	7.81062e-006	2.03552e-007	1.44959e-007	1.65881e-007	1.25099e-007	6.14092e-007	9.15988e-005	8.3543e-006	6.91819e-005	2.33871e-005	3.95524e-007	7.18866e-006	
0	0	3.41283e-006	0.000118389	0.00355673	0.00931539	0.452018	0.659819	0.391966	0.0957513	0.00502704	0.000207114	1.65521e-006	6.24409e-007	2.10566e-005	0.000159975	0.00657573	0.00176566	0.000225102	0.000379597	


1	0.999926	0.849863	0.998899	0.834901	0.994964	0.556768	0.451543	0.735912	0.959625	0.995093	0.985505	0.999899	0.975088	0.872646	0.973284	0.66875	0.968215	0.990186	0.987756	
0	7.43664e-005	0.150128	0.000990088	0.163155	0.000173171	0.0413957	0.000278511	0.000475466	0.000104433	0.000573172	0.0139711	8.36276e-005	0.0249054	0.107603	0.00152896	0.0140181	9.0789e-005	0.00175787	0.00194161	
0	1.19478e-009	9.16116e-006	0.00010886	0.000272497	0.00154972	0.000193436	4.58023e-005	1.11939e-006	4.01681e-006	3.25976e-006	3.00046e-005	1.59696e-005	4.60844e-006	0.0197326	0.0183368	0.00608798	0.000340714	6.39351e-006	1.92176e-005	
0	0	2.32809e-007	2.38628e-006	0.00167182	0.00331337	0.401643	0.548133	0.263612	0.0402664	0.00433031	0.00049421	1.75994e-006	2.2023e-006	1.9157e-005	0.00685031	0.311144	0.0313539	0.00805002	0.0102832	


1	0.996838	0.832272	0.816985	0.55051	0.633712	0.20403	0.354471	0.678208	0.984503	0.998217	0.986574	0.998689	0.991966	0.969013	0.91588	0.724873	0.96671	0.992664	0.985449	
0	0.00299319	0.166116	0.182449	0.442836	0.350864	0.701754	0.435375	0.22211	0.00557891	0.00093379	0.0115146	0.00121931	0.00696526	0.0257172	0.0817144	0.245264	0.0306312	0.00655703	0.0137024	
0	0.000168653	0.00136387	0.000303338	0.00296999	0.00263261	0.00241501	0.00331642	0.00222658	0.00112815	0.000439968	0.0018601	9.12941e-005	0.00106754	0.00502882	0.00133758	0.00357848	0.000589523	0.000561435	0.000562318	
0	0	0.000247676	0.000262694	0.00368345	0.0127905	0.0918009	0.206838	0.0974553	0.0087896	0.000408804	5.1721e-005	6.76287e-007	9.47092e-007	0.000240896	0.00106836	0.0262848	0.00206937	0.000217822	0.000286512	


1	0.849356	0.939734	0.924445	0.416769	0.118717	0.0134277	0.000444169	0.000676771	0.0164605	0.262318	0.996913	0.998404	0.962811	0.999478	0.999121	0.997965	0.994098	0.970931	0.994333	
0	0.150644	0.000147057	1.37142e-005	0.000538616	1.65654e-005	5.15503e-007	4.41226e-007	2.14457e-007	0.00052675	0.0940219	4.77707e-005	0.00158426	0.0371843	4.09891e-005	0.000113987	1.91532e-005	0.00373109	0.0288622	0.00403444	
0	5.05815e-028	0.0601191	0.00152843	0.00128435	2.0464e-005	1.67173e-006	1.77779e-009	4.07168e-009	4.60151e-010	4.73239e-006	0.000719223	7.24848e-008	4.35822e-006	0.00048057	8.84215e-005	8.30073e-006	9.95844e-009	4.32084e-006	0.000359272	
0	0	3.39106e-022	0.0740128	0.581408	0.881246	0.98657	0.999555	0.999323	0.983013	0.643655	0.00232033	1.18807e-005	1.8961e-007	5.16574e-009	0.000676765	0.00200773	0.00217076	0.000202681	0.00127321	


1	0.981513	0.995929	0.99823	0.785573	0.360224	0.0162406	0.000326826	0.000302108	0.00339587	0.0266868	0.965359	0.999827	0.994141	0.999603	0.999211	0.999822	0.999171	0.992785	0.989391	
0	0.0184871	0.00265271	3.18484e-005	0.0121431	1.8057e-005	9.81937e-006	7.73058e-008	3.0458e-008	5.33876e-006	0.00123083	3.49138e-005	3.56049e-005	0.00585579	0.000385051	0.000772703	0.00015738	0.000806094	0.00720958	0.010525	
0	9.51026e-011	0.00138734	3.40075e-006	3.77586e-006	4.83215e-006	1.1406e-007	8.42653e-011	2.8867e-011	2.07542e-012	2.72313e-009	6.78636e-006	1.73554e-010	2.17278e-008	1.14558e-005	9.87364e-006	1.93824e-006	8.33979e-009	1.10847e-007	4.84942e-006	
0	0	3.12527e-005	0.00173497	0.20228	0.639753	0.983749	0.999673	0.999698	0.996599	0.972082	0.0345995	0.000137205	2.71595e-006	3.58453e-008	6.22066e-006	1.89021e-005	2.25654e-005	5.6365e-006	7.8924e-005	


1	0.998142	0.995457	0.946611	0.946392	0.795021	0.390508	0.0617848	0.0101681	0.659819	0.983133	0.766276	0.916101	0.993933	0.958867	0.971783	0.968596	0.998308	0.992952	0.985996	
0	0.00129761	0.00219836	0.00880429	0.000289303	0.00101477	3.53002e-005	2.62508e-005	1.07619e-005	0.000812732	0.0111611	0.22658	0.0801842	0.00352775	0.040907	0.0023962	0.00347542	0.00132289	0.00662403	0.0135845	
0	0.000559929	0.00205732	0.000434274	0.00172237	9.07062e-005	0.000782794	3.6764e-006	8.54344e-008	2.17819e-006	7.04671e-006	6.08428e-005	9.77228e-005	0.0022301	0.000179456	0.0257959	0.0165264	4.16898e-005	0.000336756	0.000242705	
0	0	0.000287408	0.0441502	0.0515959	0.203873	0.608674	0.938185	0.989821	0.339366	0.00569912	0.00708406	0.00361697	0.000309135	4.65111e-005	2.46066e-005	0.0114019	0.000327347	8.67531e-005	0.000176661	


1	0.991148	0.938825	0.949506	0.911481	0.51942	0.160612	0.0217547	0.00137989	0.00560823	0.00341828	0.000463337	0.000147066	1.35462e-005	1.11863e-006	1.13848e-006	4.73841e-007	2.00609e-007	3.31318e-007	1.05805e-006	
0	0.00885196	0.0611487	0.0497125	0.0883044	0.480348	0.83732	0.977742	0.997877	0.254238	0.00755106	2.5147e-005	8.09745e-008	2.22487e-009	1.54546e-010	1.90456e-009	1.34969e-009	1.01455e-010	7.62077e-010	4.91301e-009	
0	2.61085e-011	9.50264e-011	1.38127e-009	2.24993e-010	3.42368e-012	2.91579e-012	3.97782e-011	2.63001e-013	9.44395e-007	8.91679e-009	7.91125e-011	5.05873e-013	5.94049e-014	1.30953e-012	5.70565e-017	5.11386e-015	1.58164e-015	1.22349e-016	2.49121e-015	
0	0	2.66584e-005	0.000781428	0.000214684	0.000232642	0.00206848	0.000503683	0.000743007	0.740153	0.989031	0.999512	0.999853	0.999986	0.999999	0.999999	1	1	1	0.999999	


1	0.968959	0.962195	0.437479	0.912502	0.445995	0.105096	0.0327187	0.00158138	0.00162444	0.00375681	0.00557556	0.00432335	0.00393932	0.00162316	0.000693107	0.00110229	0.000484748	0.000711796	0.000471873	
0	0.0310411	0.0372907	0.562319	0.0732561	0.545909	0.894134	0.952679	0.997534	0.847018	0.0193649	0.0280791	0.228813	0.33258	0.0225993	0.000275768	7.64539e-005	6.65619e-005	4.63483e-005	4.34361e-006	
0	4.36208e-010	1.32106e-005	2.45471e-005	0.00151592	7.69441e-006	9.75551e-006	0.000876326	2.33933e-005	0.0229654	0.24751	0.0773446	0.00414633	0.00803623	0.0300453	0.00101589	0.000318043	1.75416e-005	4.56737e-006	2.04046e-006	
0	0	0.000501112	0.000177386	0.012726	0.00808794	0.000760881	0.0137257	0.000860838	0.128392	0.729369	0.889001	0.762717	0.655444	0.945732	0.998015	0.998503	0.999431	0.999237	0.999522	


1	0.478219	0.179278	0.164761	0.0231745	0.0365383	0.416394	0.150005	0.797411	0.850345	0.424504	0.375548	0.627468	0.387568	0.0730455	0.0145112	0.000882787	0.00114445	0.000341598	4.105e-005	
0	0.0293126	0.00138876	0.000233124	0.00024453	0.000182653	0.00309727	0.000981496	0.00547207	0.0368025	0.135007	0.241086	0.123436	0.431314	0.703374	0.0306149	0.0041845	0.00083847	0.000175853	1.48674e-005	
0	0.492468	0.754932	0.69769	0.892432	0.835501	0.197935	0.746181	0.0389404	0.000638671	0.0206063	0.0023846	0.000380327	0.000525189	0.00753498	0.572429	0.500499	0.093594	0.00473509	0.0108381	
0	0	0.0644016	0.137316	0.0841488	0.127778	0.382574	0.102833	0.158177	0.112214	0.419882	0.380981	0.248716	0.180593	0.216045	0.382445	0.494434	0.904423	0.994747	0.989106	


1	0.99781	0.903997	0.858831	0.492931	0.0959806	0.00567882	0.00193393	0.000632879	0.0252422	0.100477	0.103037	0.279666	0.622742	0.571254	0.639427	0.550161	0.78617	0.857196	0.85819	
0	0.00162124	0.0709035	0.112506	0.109063	0.0168326	0.00223767	9.00343e-005	7.38874e-005	0.00136264	0.00654229	0.041457	0.110919	0.271386	0.358788	0.12608	0.143495	0.0973295	0.109785	0.0971505	
0	0.000568582	0.0228925	0.0166836	0.0310525	0.004705	0.000323197	2.39887e-005	2.24208e-005	0.000259055	0.00120496	0.00274112	0.00722896	0.0146519	0.0135182	0.0157531	0.00781391	0.015899	0.0146205	0.0108878	
0	0	0.002207	0.0119785	0.366953	0.882482	0.99176	0.997952	0.999271	0.973136	0.891776	0.852765	0.602186	0.0912198	0.0564395	0.218741	0.29853	0.100602	0.0183991	0.0337719	


1	0.999021	0.970462	0.888307	0.436556	0.0586823	0.000756719	4.39401e-005	8.55918e-006	0.000138246	0.00141734	0.000884425	0.00139672	0.00411255	0.00966229	0.00111129	8.30965e-005	0.00030587	0.000417922	7.72868e-005	
0	0.000978724	0.0289155	0.0163716	0.00303233	0.000512331	6.90688e-005	4.44079e-007	3.06806e-008	2.12932e-009	1.01022e-007	3.06361e-006	5.15462e-007	6.83481e-007	2.80578e-006	2.63311e-006	3.51314e-007	1.38621e-008	4.66828e-007	1.91511e-007	
0	6.66897e-007	8.07217e-005	0.0011293	0.00107356	1.45162e-005	1.19848e-006	7.21656e-008	3.56562e-009	1.78566e-010	1.22687e-010	1.78236e-009	4.85119e-009	1.81292e-008	1.33015e-008	1.16185e-008	5.59922e-009	6.88922e-010	7.30795e-010	7.86178e-010	
0	0	0.000541501	0.094192	0.559338	0.940791	0.999173	0.999956	0.999991	0.999862	0.998583	0.999113	0.998603	0.995887	0.990335	0.998886	0.999917	0.999694	0.999582	0.999923	


1	0.999961	0.999823	0.999867	0.999975	0.999894	0.999975	0.999997	0.999803	0.999016	0.999251	0.998727	0.999301	0.999695	0.998513	0.999868	0.999973	0.999367	0.999479	0.999954	
0	3.86248e-005	0.000177219	0.000131922	2.49276e-005	0.000105743	2.43244e-005	2.58618e-006	0.000196562	0.000983482	0.000748491	0.00126216	0.000659073	0.000302705	0.00148686	0.000130793	2.64907e-005	0.000633276	0.000520356	4.58021e-005	
0	2.08768e-010	2.74062e-009	6.0362e-007	3.50113e-009	8.74711e-009	2.5151e-007	2.47068e-008	1.57034e-008	6.93401e-008	1.80099e-007	1.04736e-005	3.96059e-005	1.37168e-006	5.773e-008	1.11514e-006	9.81342e-009	1.06883e-008	3.94126e-007	1.57777e-007	
0	0	7.16069e-012	1.16368e-009	6.08803e-009	4.19366e-009	5.02639e-009	7.98871e-009	9.20845e-009	6.23376e-010	2.44418e-010	2.93743e-008	3.97944e-007	5.12665e-007	7.85504e-008	5.87098e-009	8.43749e-008	1.24774e-009	7.61111e-010	5.04142e-009	


1	0.98096	0.49188	0.737309	0.123651	0.0129114	0.000115279	3.85904e-006	1.3151e-007	3.01623e-005	0.00336135	0.0123451	0.282599	0.977743	0.996838	0.991662	0.995965	0.999839	0.997451	0.994984	
0	0.0188302	0.480959	0.212526	0.875462	0.979915	0.998387	0.999946	0.997968	0.837495	0.752902	0.00825883	1.35845e-005	9.0678e-006	1.43392e-005	0.00471504	0.00121724	3.20199e-005	0.00041862	0.00332454	
0	0.000210016	0.027156	0.0495385	0.000630062	0.00717081	0.00149561	4.98455e-005	0.00203231	0.162146	0.227196	0.96613	0.670277	0.0116554	0.00184486	0.0032977	0.00272321	0.000122506	0.00212962	0.0016755	
0	0	4.93569e-006	0.000625967	0.000256715	3.14246e-006	2.5379e-006	1.66996e-007	9.61739e-009	0.000328985	0.0165401	0.013266	0.0471107	0.0105924	0.00130294	0.000324992	9.45886e-005	6.38667e-006	5.19461e-007	1.56695e-005	


1	0.999374	0.999807	0.972454	0.999689	0.986118	0.996234	0.94287	0.658791	0.156724	0.36385	0.327935	0.0777889	0.0167066	0.00281372	0.106393	0.0683457	0.154908	0.557079	0.805203	
0	0.000580864	0.000192035	0.027528	0.000308537	0.0138732	0.00376307	0.0571231	0.34118	0.581314	0.106365	0.0406798	0.0247588	0.00150843	7.69551e-005	3.58268e-005	0.000637728	0.00574018	0.00147359	0.00464716	
0	4.504e-005	1.23258e-006	1.78617e-005	1.88831e-006	8.36015e-006	2.5242e-006	6.40505e-006	2.92892e-005	0.261962	0.526255	0.614959	0.891196	0.970356	0.978574	0.2986	0.00196097	0.00960132	0.00184569	0.000365658	
0	0	1.08492e-007	8.81496e-008	8.21742e-008	2.04444e-008	2.80636e-008	2.07544e-008	6.78812e-009	2.5222e-007	0.0035305	0.0164258	0.00625653	0.0114294	0.0185351	0.594971	0.929056	0.82975	0.439602	0.189784	


