0	0	3.10772e-006	3.02719e-006	1.7869e-007	5.81659e-009	1.12314e-009	8.37183e-008	1.36241e-005	7.33245e-006	0.00146126	0.00925852	0.977772	0.999986	1	1	1	1	1	


1	0.967625	0.999413	0.997854	0.999968	0.999985	0.999963	0.860106	0.032385	0.000299047	1.21226e-006	3.07327e-007	7.6459e-008	5.63261e-009	5.29983e-011	4.30379e-011	1.33683e-011	9.32465e-012	1.02929e-011	
0	0.0323748	0.000439451	0.0021119	3.16997e-005	1.53096e-005	3.65046e-005	0.139894	0.966581	0.999367	0.992267	0.695297	0.0141639	6.84297e-006	1.02929e-008	1.00021e-011	1.86447e-014	6.36551e-015	6.9264e-016	
0	7.21521e-008	0.000147872	2.50294e-005	4.13263e-007	1.53948e-007	3.79099e-009	6.3011e-007	0.00103378	0.000333773	0.00772707	0.303931	0.465345	0.0830978	0.00606413	0.00076503	0.000185726	5.69214e-006	4.36372e-007	
0	0	3.79919e-008	8.693e-006	7.11247e-008	8.35103e-010	2.22173e-010	5.23106e-010	2.55298e-007	2.85406e-007	4.46798e-006	0.000771964	0.520491	0.916895	0.993936	0.999235	0.999814	0.999994	1	


1	0.696806	0.984201	0.985755	0.999258	0.999318	0.999497	0.994219	0.878479	0.837697	0.108398	0.018082	0.0026079	0.000128286	3.27191e-006	1.69933e-006	2.38392e-007	1.35882e-007	2.61562e-007	
0	0.302256	0.0147676	0.0138205	0.00070394	0.000431809	0.000470068	0.0049264	0.0976225	0.0624596	0.645988	0.676902	0.561087	0.140145	0.00975112	0.0109453	0.00308455	0.00535877	0.000176629	
0	0.000937887	0.00102577	0.000412313	3.7892e-005	0.000250574	3.24809e-005	0.000854509	0.0238807	0.0998076	0.234812	0.28002	0.01618	0.000547187	0.000114064	2.33733e-005	2.49084e-005	5.3554e-006	2.50682e-005	
0	0	5.95364e-006	1.21164e-005	1.60531e-007	4.69074e-008	1.12538e-007	9.36012e-008	1.75435e-005	3.57873e-005	0.0108023	0.0249955	0.420125	0.85918	0.990132	0.98903	0.99689	0.994636	0.999798	


1	0.999999	0.999592	0.994041	0.634094	0.968051	0.0360815	8.06792e-006	2.49843e-009	6.76559e-012	6.59868e-015	2.58309e-017	5.48786e-018	7.41596e-018	1.25463e-017	2.00125e-018	2.49157e-019	5.6334e-021	5.11942e-021	
0	5.56307e-007	0.000408426	0.00595653	0.365906	0.0317775	0.963917	0.999991	0.999971	0.993755	1.51467e-005	4.89966e-008	1.20918e-015	1.178e-021	2.50776e-023	6.77428e-024	1.04849e-024	9.2406e-026	1.59172e-022	
0	3.56898e-027	5.27742e-011	2.35671e-006	2.76752e-008	0.000171079	1.16942e-008	8.51587e-007	2.91247e-005	0.00624494	0.999985	0.999569	0.994921	0.308371	0.500274	0.00303929	6.54486e-005	1.0362e-007	5.71431e-011	
0	0	1.31863e-029	1.00926e-011	3.34514e-008	1.48174e-010	1.67251e-006	1.30235e-010	3.22501e-011	6.01621e-011	5.60343e-008	0.000430524	0.00507863	0.691629	0.499726	0.996961	0.999935	1	1	


1	0.999996	0.999882	0.994163	0.989013	0.999939	0.775091	0.00655938	7.66777e-006	1.90214e-008	2.2953e-010	7.51814e-012	1.28042e-011	7.70675e-011	2.81269e-010	9.00694e-011	2.80395e-011	9.01754e-013	5.27225e-013	
0	4.16021e-006	0.000118187	0.00583619	0.010987	6.08365e-005	0.224909	0.993439	0.999986	0.999328	0.0088873	0.000145398	8.53254e-010	2.00103e-014	2.68485e-015	1.03258e-015	8.68102e-016	7.6121e-017	1.05666e-015	
0	4.5485e-010	1.77485e-011	3.35919e-007	6.17613e-009	2.46475e-007	8.04695e-011	1.19312e-006	6.03029e-006	0.000671517	0.991113	0.997776	0.972018	0.245774	0.0897565	0.000349489	6.2128e-006	9.12079e-009	5.8811e-013	
0	0	6.17188e-012	1.85273e-008	1.38332e-007	1.4117e-009	1.11077e-007	3.40856e-007	5.4e-007	1.09213e-008	1.41841e-007	0.00207815	0.0279818	0.754226	0.910243	0.999651	0.999994	1	1	


1	0.995967	0.988969	0.999192	0.998154	0.98363	0.998727	0.927734	0.942875	0.399063	0.0252902	0.00290586	0.00259191	0.000334682	0.000126227	2.93037e-005	2.53594e-005	1.43766e-006	0.000505355	
0	0.00164331	0.0109427	0.000615491	0.00183938	0.0163651	0.00126272	0.0708608	0.0551373	0.599434	0.718692	0.782628	0.0151634	2.38324e-005	4.88745e-007	2.11817e-008	6.29789e-008	1.26268e-009	1.09519e-007	
0	0.0023897	1.53015e-005	0.000190453	4.25138e-006	4.68622e-006	1.02494e-005	0.00140469	0.00196992	0.001425	0.255506	0.128677	0.0837046	0.0076577	0.000568784	5.45645e-006	1.36875e-006	5.62025e-008	8.12148e-008	
0	0	7.27254e-005	2.16783e-006	1.87782e-006	2.61297e-007	2.02568e-008	1.02228e-007	1.74287e-005	7.83175e-005	0.000512091	0.0857895	0.89854	0.991984	0.999305	0.999965	0.999973	0.999999	0.999494	


1	0.984445	0.998693	0.99764	0.998111	0.99875	0.998368	0.998198	0.998047	0.998474	0.997405	0.992664	0.992634	0.992685	0.994804	0.996058	0.996611	0.982836	0.995876	
0	0.0155549	0.000571128	0.00117265	0.00104396	0.000555567	0.00112488	0.00134123	0.00155985	0.00112054	0.0017354	0.00690246	0.00688952	0.00678291	0.0034922	0.00209273	0.0011198	0.0168544	0.00295119	
0	1.16979e-011	1.2393e-008	4.72731e-009	8.49491e-011	3.79777e-010	1.71676e-009	6.00937e-007	3.89755e-007	2.98288e-006	5.82625e-006	1.83668e-005	2.58394e-009	1.21828e-010	8.49844e-008	1.25451e-010	6.71889e-009	1.21618e-011	1.58809e-008	
0	0	0.000735502	0.00118711	0.000845218	0.000694835	0.000507371	0.000459746	0.000393245	0.000402423	0.00085335	0.000414945	0.000476938	0.000532267	0.00170374	0.00184924	0.00226951	0.000309406	0.00117312	


1	0.500744	0.370924	0.320939	0.2111	0.0707989	0.116758	0.124289	0.16092	0.119002	0.115236	0.0653219	0.056759	0.128203	0.115494	0.109122	0.215721	0.398586	0.145245	
0	0.499256	0.609797	0.561625	0.733474	0.771363	0.315324	0.0716122	0.0188407	0.147017	0.434333	0.0936375	0.170982	0.225514	0.163733	0.728178	0.157281	0.351988	0.0228184	
0	1.84857e-012	0.0114312	0.00949377	0.000919429	0.00799864	0.0347625	0.031525	0.011051	0.00678698	0.00795576	0.00986647	0.000455921	0.000169605	0.00100515	0.000131785	0.0412617	0.000407251	0.0117722	
0	0	0.00784808	0.107942	0.0545066	0.149839	0.533155	0.772574	0.809188	0.727194	0.442476	0.831174	0.771803	0.646114	0.719768	0.162568	0.585736	0.249018	0.820165	


1	0.992272	0.931012	0.959813	0.986984	0.695229	0.849747	0.840098	0.815983	0.858075	0.763582	0.272944	0.289154	0.259076	0.14754	0.446706	0.159224	0.180485	0.0124441	
0	0.00430855	0.0684927	0.0210668	0.0117996	0.30265	0.13061	0.145895	0.173498	0.139674	0.231907	0.115618	0.0497367	0.0198386	0.0136508	0.0139408	0.0311362	0.00151576	0.00218526	
0	0.00341978	0.000102963	0.0187261	9.31884e-005	0.00102141	0.0173766	0.00908862	0.00484503	0.000248827	0.00195452	0.60674	0.464673	0.145072	0.0474941	0.00404805	0.108846	0.205822	0.0201677	
0	0	0.000392046	0.000393955	0.00112306	0.00109901	0.00226652	0.00491901	0.005674	0.00200239	0.00255676	0.00469773	0.196436	0.576014	0.791316	0.535306	0.700794	0.612178	0.965203	


1	0.697103	0.692536	0.924747	0.890362	0.961591	0.979318	0.914413	0.526026	0.0485312	0.00253978	0.000123109	4.7692e-005	9.7653e-007	3.11664e-008	8.94842e-010	1.38771e-010	4.50909e-012	1.3405e-010	
0	0.244741	0.2756	0.0591723	0.0927993	0.0327635	0.0162566	0.0526789	0.303984	0.444815	0.418298	0.191943	0.0878394	0.0050396	0.000437387	3.08238e-005	1.22967e-006	3.77852e-008	1.06957e-007	
0	0.0581559	0.0293905	0.0109171	0.0163345	0.00508653	0.00437004	0.0328847	0.169641	0.506536	0.576783	0.800609	0.127754	0.00335335	0.00012051	3.84023e-006	9.83001e-008	4.25288e-009	1.16941e-008	
0	0	0.00247398	0.00516342	0.000504643	0.000559026	5.52819e-005	2.34043e-005	0.000348425	0.000117655	0.00237903	0.00732464	0.784359	0.991606	0.999442	0.999965	0.999999	1	1	


1	0.956239	0.99904	0.999368	0.99972	0.999851	0.999935	0.998035	0.997507	0.937818	0.37463	0.0704639	0.0169469	0.000372563	1.82591e-005	3.83681e-007	2.44629e-008	2.64134e-010	5.09569e-009	
0	0.04373	0.000186135	0.000153443	0.000168403	0.000129673	6.16768e-005	0.0019632	0.00238452	0.0598706	0.3393	0.0700634	0.000702241	2.2142e-006	2.55773e-008	1.37656e-009	4.16839e-011	4.96121e-012	2.58692e-014	
0	3.10411e-005	3.78633e-005	2.68687e-006	9.34429e-008	1.69319e-007	4.68069e-008	8.71578e-007	9.78943e-005	0.00230063	0.281479	0.829751	0.210903	0.00140949	3.09713e-005	9.34448e-008	8.45067e-010	8.00851e-012	2.42616e-013	
0	0	0.000735915	0.000476219	0.000111863	1.94918e-005	3.04519e-006	6.69773e-007	1.08773e-005	1.05675e-005	0.00459098	0.029722	0.771448	0.998216	0.999951	1	1	1	1	


1	0.999988	0.999794	0.999521	0.999573	0.999786	0.999908	0.999229	0.998942	0.174366	0.00199101	0.0011479	0.00362834	0.00273826	0.00145283	0.00331024	0.0357627	0.0479222	0.792028	
0	1.22568e-005	0.000206042	0.000479087	0.000425822	0.000211066	9.15309e-005	0.000768432	0.00105301	0.824618	0.95395	0.490433	0.00501844	1.31148e-006	2.26385e-007	1.74235e-007	5.13093e-007	2.0309e-006	0.000104052	
0	2.60744e-009	6.96526e-008	1.09579e-007	1.53242e-006	2.58242e-006	1.0241e-007	2.06908e-006	4.76478e-006	0.00101563	0.0439807	0.476903	0.00436111	2.00233e-005	1.61164e-008	6.19548e-009	1.89856e-009	1.90703e-009	1.64773e-010	
0	0	5.83042e-011	1.27396e-010	7.14702e-010	1.38739e-008	2.54306e-009	5.9688e-010	5.79965e-008	3.11072e-007	7.8364e-005	0.0315157	0.986992	0.99724	0.998547	0.99669	0.964237	0.952076	0.207868	


1	0.916865	0.997808	0.999032	0.998982	0.999561	0.999925	0.998384	0.997116	0.594515	0.0054376	0.000818474	0.00147252	0.00285417	0.00740728	0.0233434	0.107349	0.233532	0.978145	
0	0.0400921	6.28542e-005	0.000703049	1.49596e-005	1.83469e-005	2.69913e-005	7.88123e-005	0.000354895	7.56844e-005	1.25869e-005	3.40393e-006	3.59256e-005	4.48936e-005	3.34324e-005	3.76691e-005	0.000330026	0.0177404	0.000310602	
0	0.0430429	0.00197692	0.000249943	0.0010025	0.000419292	4.75991e-005	0.00153746	0.00245509	0.404798	0.980333	0.753938	0.431193	0.261104	0.0292553	0.00446564	0.000134766	0.00238497	4.95338e-005	
0	0	0.000151804	1.53327e-005	3.22865e-007	1.29662e-006	1.33919e-007	1.17453e-007	7.36501e-005	0.000611256	0.0142169	0.24524	0.567298	0.735997	0.963304	0.972153	0.892186	0.746342	0.0214954	


1	0.998112	0.654663	0.932884	0.799455	0.60038	0.454912	0.042893	0.00180894	6.40628e-006	5.63867e-007	2.05695e-007	4.15998e-007	1.54171e-007	5.92851e-008	6.34135e-008	6.801e-008	4.48352e-007	3.11961e-007	
0	0.00188706	0.286489	0.0198204	0.0891139	0.0331411	0.0414061	0.00210435	0.000363889	2.21188e-006	1.15497e-007	3.13877e-008	4.42678e-009	1.09986e-009	6.68851e-010	1.57443e-009	3.74833e-010	4.09888e-010	4.43042e-008	
0	1.4212e-006	0.0588475	0.0468023	0.1109	0.365432	0.501123	0.952705	0.986361	0.999721	0.95139	0.632669	0.00555984	4.49514e-006	4.12211e-008	1.81524e-009	1.16044e-010	1.22571e-012	2.44286e-009	
0	0	9.65227e-008	0.000492987	0.000530864	0.00104668	0.00255867	0.00229722	0.0114659	0.000270858	0.0486092	0.367331	0.99444	0.999995	1	1	1	1	1	


