1	0.982002	0.941715	0.99144	0.993835	0.99979	0.987552	0.993547	0.999989	0.999378	0.998302	0.999192	0.999999	0.999999	0.999996	0.999947	0.999908	0.017354	0.149029	0.000699607	1.93989e-006	5.32665e-009	1.46186e-011	4.01185e-014	1.10099e-016	3.02148e-019	8.29197e-022	2.2756e-024	6.24501e-027	1.71384e-029	4.70337e-032	1.29076e-034	3.54229e-037	9.72125e-040	2.66784e-042	7.32146e-045	6.8082e-046	1.90439e-042	7.75705e-040	2.28056e-038	9.57834e-039	6.4141e-039	3.14258e-039	4.59601e-039	7.35569e-039	1.39452e-038	5.65084e-039	2.2003e-043	9.93107e-048	6.25e-049	5.8548e-050	8.89408e-051	2.36487e-051	6.79e-054	4.72765e-056	1.25516e-058	7.43716e-061	3.50126e-062	7.49417e-063	1.22715e-064	2.40421e-066	7.12948e-066	4.96231e-066	8.61032e-066	9.67451e-066	6.56289e-066	3.84856e-065	7.92383e-065	6.92761e-063	1.07192e-061	8.83281e-062	8.54765e-061	9.54903e-061	4.16528e-060	5.02618e-060	5.64424e-060	1.5479e-058	2.98059e-058	5.32997e-058	1.4043e-057	2.11959e-056	9.6128e-056	3.00499e-055	1.7116e-055	5.2569e-055	2.62962e-056	1.3781e-055	1.02344e-055	6.53034e-055	8.40428e-055	1.66724e-054	6.42777e-055	2.07265e-054	8.80884e-055	7.86548e-055	1.37027e-054	7.99807e-054	1.02397e-053	2.9522e-053	1.46227e-053	3.61934e-054	3.59124e-054	4.89186e-054	3.60066e-054	5.34848e-054	1.97932e-053	5.90102e-053	9.20488e-054	1.19492e-054	2.22215e-054	1.58614e-055	8.48703e-055	9.6687e-054	5.10553e-052	1.18459e-049	5.28592e-049	1.54565e-048	7.42252e-049	3.85126e-047	4.41875e-047	7.0405e-047	
0	0.0173852	0.0579791	0.00189041	0.00616098	0.000209813	0.0124074	0.0064492	1.09169e-005	0.000618628	0.0016442	0.00080779	5.28628e-007	5.52234e-007	2.15331e-006	4.22843e-005	9.16931e-005	0.000100172	0.548984	0.988999	0.999404	0.999956	0.999987	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	1	0.984435	0.543068	0.00264405	3.07198e-007	8.44805e-010	3.77813e-013	3.09807e-015	7.0249e-015	1.83163e-015	3.29658e-016	1.33143e-022	1.16221e-028	2.23598e-030	7.38032e-032	2.26007e-032	1.50446e-036	2.36623e-043	6.83153e-048	3.89651e-053	2.94064e-056	1.19933e-061	1.47629e-066	6.26661e-068	1.13074e-068	1.47444e-068	8.75396e-071	3.40844e-067	1.07868e-065	1.34807e-068	8.28578e-071	2.94744e-068	1.3479e-067	4.34634e-065	2.7089e-063	1.59725e-063	1.19796e-064	8.74678e-060	7.02482e-064	5.7562e-063	3.51098e-062	1.03924e-064	4.86126e-063	5.10623e-066	4.80457e-063	3.311e-063	4.81357e-062	7.69385e-061	1.69708e-061	8.83449e-057	1.64727e-056	3.47428e-057	2.9279e-058	5.74267e-056	1.27331e-055	3.01963e-056	2.34532e-056	8.20742e-056	2.32251e-056	1.88147e-057	3.94128e-057	2.09663e-056	2.35276e-058	5.75834e-055	2.50603e-055	6.73942e-056	6.25347e-056	7.60794e-056	1.17123e-055	1.95357e-059	7.76061e-058	3.00798e-053	6.56836e-054	3.65159e-055	2.15666e-057	6.09196e-057	4.37135e-057	2.6251e-054	6.5612e-052	1.24961e-052	1.22155e-053	9.8472e-053	3.3108e-052	1.92083e-051	2.51696e-049	
0	0.000612912	0.000305859	0.00666181	3.52623e-006	1.81256e-007	4.04817e-005	4.16607e-006	6.4315e-008	3.38241e-006	5.37516e-005	6.37245e-007	8.66954e-007	7.68603e-008	1.36081e-006	1.05307e-005	6.20046e-009	0.982544	0.00116935	1.09117e-005	1.09974e-005	1.10036e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	1.10039e-005	2.32918e-007	0.0155157	0.309925	0.00634893	1.57072e-005	1.25686e-009	2.30555e-011	2.64051e-013	1.22138e-014	2.01469e-016	9.22052e-019	1.13976e-020	4.534e-024	3.01659e-025	2.41512e-025	5.62929e-025	2.54182e-026	1.05287e-032	2.82295e-037	3.35323e-043	6.73669e-047	2.63742e-053	1.59059e-058	3.45629e-066	1.47375e-073	1.44269e-070	3.33507e-072	2.02469e-069	1.14427e-066	7.0236e-068	2.39481e-070	3.63654e-071	3.77418e-070	3.59162e-068	1.87805e-065	1.32631e-066	3.57872e-064	1.57015e-064	5.95413e-063	4.82432e-064	5.00529e-065	4.59136e-062	1.60523e-063	5.23441e-063	1.80299e-063	3.37799e-063	6.78637e-061	9.35875e-061	1.54723e-061	5.06008e-057	9.65229e-061	4.91151e-058	9.44215e-061	2.57203e-061	5.77789e-058	4.37846e-057	2.92375e-058	1.3063e-056	6.8356e-057	4.6248e-057	2.71423e-057	5.80174e-057	2.54333e-057	5.12076e-056	1.15633e-055	6.6451e-057	4.50808e-057	1.02746e-053	1.77023e-052	2.07399e-054	2.92877e-056	6.21727e-053	6.00846e-052	5.86464e-052	2.28795e-049	5.99661e-051	1.21129e-051	6.91969e-054	3.13325e-056	5.92611e-052	5.47009e-054	1.31911e-054	8.06672e-054	2.8079e-051	3.00877e-053	
0	0	1.29814e-009	7.95365e-006	3.00344e-008	1.78254e-010	6.46987e-012	9.63911e-010	7.67908e-012	3.97869e-014	6.24322e-011	1.11414e-010	8.56426e-010	4.52054e-010	1.09959e-011	2.08172e-007	3.59762e-011	2.23053e-006	0.3004	0.000674335	9.20969e-007	2.97993e-008	2.86324e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	2.86309e-008	1.49597e-013	3.80355e-006	0.0868526	0.0152945	0.00369505	5.98388e-005	1.77281e-006	4.05317e-005	0.000405941	0.167772	0.154475	0.000231698	1.54007e-005	1.54867e-007	1.26106e-008	1.10222e-009	2.32796e-010	1.00111e-013	1.05321e-014	4.83293e-021	1.28282e-027	9.15558e-032	4.7079e-035	3.35416e-041	2.34414e-049	7.58378e-053	2.79625e-057	3.4689e-064	1.92674e-066	3.58856e-068	1.54843e-069	5.45313e-074	6.83497e-072	5.81351e-074	8.46169e-072	6.75008e-069	2.63112e-068	1.88869e-068	8.97907e-066	3.39396e-068	6.759e-068	5.04606e-068	4.53737e-066	6.38087e-064	1.39776e-064	1.38791e-065	9.45487e-066	6.38874e-064	2.28679e-062	6.69777e-065	1.17718e-060	1.18046e-063	1.79486e-058	6.88144e-066	4.35036e-065	2.30156e-062	1.91476e-058	2.04665e-061	1.37135e-059	3.5063e-058	1.2993e-057	1.54778e-058	5.25302e-056	1.00201e-055	4.77731e-056	1.5961e-057	5.15725e-059	1.4675e-056	1.45281e-052	9.24173e-049	2.16313e-047	1.30281e-048	2.8951e-048	1.01387e-049	1.6721e-049	2.39687e-051	4.02394e-052	6.53019e-055	1.16609e-057	4.59838e-056	5.91688e-054	1.18308e-058	1.55904e-057	8.41629e-055	5.43262e-057	
0	0	1.64405e-019	3.90055e-013	5.89116e-009	4.58881e-011	7.51084e-013	4.99127e-015	1.01301e-012	7.34462e-015	4.47618e-017	5.73627e-014	2.26617e-014	5.10005e-013	4.41559e-013	5.59525e-015	6.59741e-010	1.50555e-011	0.000417691	0.00961478	0.000568262	3.25334e-005	1.86117e-006	1.06972e-007	6.65106e-009	9.13801e-010	5.85692e-010	5.66928e-010	5.65855e-010	5.65793e-010	5.6579e-010	5.6579e-010	5.6579e-010	5.6579e-010	5.6579e-010	5.6579e-010	1.85838e-011	2.98902e-011	2.49417e-007	0.00144339	1.64189e-006	4.4516e-006	5.23422e-009	8.66112e-006	0.000863705	0.0339829	0.722612	0.99303	0.996335	0.998576	0.999395	0.999574	0.988502	0.933664	0.997337	0.678578	0.806661	0.0173111	0.00191331	7.2779e-006	5.60425e-010	6.64532e-012	4.35849e-014	3.69915e-016	3.12715e-019	2.83603e-022	1.79824e-024	4.24415e-026	5.95195e-027	2.93813e-028	4.03573e-031	1.06743e-032	1.34274e-035	2.49708e-037	3.50586e-040	1.0741e-042	1.08524e-043	9.67779e-047	5.62144e-049	7.95229e-052	1.18943e-053	1.63253e-055	4.23306e-058	7.47823e-061	8.44402e-063	2.33626e-066	8.47863e-067	2.77721e-064	1.23106e-064	6.48773e-061	9.95582e-064	7.9057e-067	4.26566e-065	3.5887e-062	1.62715e-064	5.15657e-063	6.44263e-061	9.76352e-059	4.2005e-059	1.60706e-057	1.32045e-057	3.39278e-057	7.41162e-058	1.9741e-056	2.46845e-054	2.96643e-050	2.6743e-046	1.29612e-044	4.35866e-043	1.11613e-040	5.09083e-040	3.81781e-040	2.86969e-040	2.14329e-038	5.35246e-036	8.1553e-037	6.78534e-037	2.58532e-039	2.74581e-040	2.29594e-043	5.14505e-045	
0	0	0	2.75322e-020	7.21617e-014	3.22177e-011	4.49584e-012	2.09798e-013	1.75323e-013	3.85214e-014	5.78733e-015	7.18791e-015	1.0522e-015	5.57228e-016	7.16358e-017	1.70465e-017	1.05954e-015	8.73304e-017	1.55338e-010	9.98125e-007	1.35758e-005	8.68321e-007	5.01831e-008	2.87355e-009	1.65101e-010	1.01913e-011	1.33207e-012	8.25419e-013	7.96445e-013	7.94788e-013	7.94693e-013	7.94687e-013	7.94687e-013	7.94687e-013	7.94687e-013	7.94687e-013	2.33297e-010	5.9576e-008	1.01804e-009	5.20444e-011	3.25603e-010	1.90966e-011	4.61195e-012	3.04482e-011	3.59726e-006	0.000142509	0.00190857	0.00671091	0.00364901	0.00142253	0.000604651	0.000425259	0.0114984	0.0663362	0.00265288	0.321422	0.193318	0.982676	0.99179	0.0921954	0.00529903	2.78689e-005	3.9768e-007	2.27388e-007	1.61119e-010	1.18182e-014	1.85535e-015	5.69906e-017	7.17354e-016	1.71736e-015	2.93876e-018	2.12628e-018	9.2783e-022	9.28524e-023	7.66513e-026	1.66617e-027	9.62762e-026	1.09341e-027	9.01691e-029	1.04138e-031	2.71936e-032	1.85176e-034	2.55431e-036	1.80842e-039	1.28967e-041	1.84153e-047	8.79994e-048	2.10346e-051	2.63803e-052	3.79363e-052	8.90615e-053	2.95958e-056	1.61856e-058	2.16765e-062	1.17208e-065	6.64033e-068	6.69649e-066	2.0181e-063	7.99518e-061	8.26181e-063	5.17553e-061	4.20743e-060	8.99121e-059	4.56366e-057	1.93236e-055	1.08712e-051	3.35174e-047	1.60184e-046	3.03455e-045	1.54639e-039	2.6431e-040	1.02019e-039	4.82215e-039	1.58796e-034	8.35764e-029	2.00444e-029	1.62458e-029	7.33841e-032	1.13306e-029	1.3781e-033	2.8925e-034	
0	0	0	5.51816e-038	9.7054e-023	5.06531e-014	1.62742e-014	2.40125e-013	3.70158e-013	1.29355e-015	4.71856e-016	8.9697e-017	8.00863e-015	7.59013e-015	7.8741e-017	5.89642e-017	1.82591e-018	1.3864e-018	3.17856e-019	2.49542e-014	9.47084e-011	1.27566e-009	8.20225e-011	4.74329e-012	2.71624e-013	1.56059e-014	9.62884e-016	1.25455e-016	7.7563e-017	7.48241e-017	7.46675e-017	7.46585e-017	7.4658e-017	7.4658e-017	7.4658e-017	7.4658e-017	4.14901e-017	4.56592e-005	0.0510058	0.016895	0.00149026	8.10443e-007	1.48449e-008	1.17589e-009	1.57318e-011	9.86107e-008	1.32312e-006	3.26298e-007	8.19747e-007	1.01628e-006	1.07802e-007	7.54794e-010	3.27729e-008	3.97358e-009	1.03393e-005	1.63654e-009	2.09181e-005	1.27931e-005	0.00629552	0.907795	0.994453	0.0627371	0.115505	0.0362934	0.000221347	1.17997e-007	5.3035e-009	1.92432e-010	5.22363e-008	1.06269e-007	9.75101e-010	2.66274e-010	4.15856e-011	4.00458e-013	2.22539e-014	4.37171e-017	2.28532e-017	1.0707e-018	8.09877e-020	7.93031e-020	6.39199e-020	2.6408e-020	1.28008e-020	1.05527e-021	3.12854e-021	4.68846e-025	1.5817e-025	2.53747e-027	8.16349e-026	7.95466e-027	5.79985e-027	3.49871e-031	4.50923e-034	1.34847e-038	2.21375e-043	1.34197e-045	5.92701e-048	8.33132e-051	2.0947e-050	2.62041e-052	1.67786e-055	6.15681e-059	1.60601e-060	6.07975e-059	6.08828e-059	1.99317e-054	1.65921e-050	5.863e-050	2.21894e-048	1.55321e-047	1.3025e-042	4.73768e-045	9.33429e-044	6.37781e-039	4.65218e-034	2.08845e-029	1.63973e-028	1.27332e-027	6.13667e-026	1.72375e-024	4.56792e-025	
0	0	0	0	2.45998e-025	8.32886e-019	4.72396e-015	1.46519e-015	3.49636e-015	7.08618e-015	1.31493e-015	8.63606e-017	1.16315e-017	1.33551e-016	4.08767e-015	3.05895e-015	2.8266e-016	3.20743e-016	1.307e-015	3.88767e-017	1.3545e-013	1.85803e-012	5.71395e-013	3.66247e-014	2.11926e-015	1.21464e-016	7.07292e-018	5.30247e-019	1.56074e-019	1.34676e-019	1.33452e-019	1.33382e-019	1.33378e-019	1.33378e-019	1.33378e-019	1.33378e-019	8.78628e-019	3.26566e-012	0.00914827	0.957374	0.994797	0.999935	0.999998	0.999951	0.998727	0.798102	0.121003	2.67354e-005	1.36546e-008	3.4351e-007	6.71026e-007	2.64519e-007	4.49577e-008	1.15913e-010	6.7199e-009	4.90936e-010	1.22172e-007	1.54616e-008	1.1548e-006	1.9498e-006	0.000248431	0.937235	0.884495	0.963706	0.999779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	


